Taxonomy,SD3106,SD3107,SD3108,SD3109,SD3110,SD3111,SD3112,SD3113,SD3114,X139536_S27,X139537_S33,X139538_S35,X139539_COM,X139540_COM,X139541_S25,X139542_COM,X139543_S12,X139544_COM,X139545_S147,X139546_S148,X139547_S149,X139548_S150,X139549_S151,X139550_S152,X139551_S153,X139552_S154,X139553_S155,X139554_S156,X139555_S157,X139556_S158,X139557_S159,X139558_S160,X139560_S161,X139561_S162,X139562_S163,X139563_S164,X139564_S165,X139565_S166,X139566_S167,X139567_S168,X139568_S169,X139569_S170,X139570_S171,X139571_S172,X139572_S173,SD9007_COM,SD9008_S2,SD9009_S3,SD9010_S4,SD9011_COM,SD9012_S6,X139573_S174,X139574_S175,X139575_S176,X139576_S177,X139577_S178,X139578_S179,X139579_S180,X139580_S181,X139581_S182,X139582_S183,X139583_S184,X139584_S185,X139585_S186,X139586_S187,X139587_S188,X139588_S189,X139589_S190,X139590_S191
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured_graftm_135;s__uncultured_bacterium_graftm_548,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,1,1,0,3,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__MWH_CFBk5;g__;s__,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,6,0,0,0,0,0,0,1,1,0,0,0,0,6,2,4,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__MWH_CFBk5;g__uncultured_bacterium_graftm_714;s__,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__,0,0,1,2,0,1,2,2,0,0,0,1,0,0,1,1,3,5,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,11,8,4,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,1,1,1,0,20,19,14,0,1,1,0,0,1,23,26,18
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__uncultured_bacterium_graftm_667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Flectobacillus;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Flectobacillus;s__uncultured_bacterium_graftm_1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Lacihabitans;s__uncultured_bacterium_graftm_2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Pseudarcicella;s__,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,2,4,2,9,0,7,1,23,45,56,0,0,0,0,0,0,12,17,11
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Pseudarcicella;s__uncultured_bacterium_graftm_2416,6,4,4,9,2,3,5,9,6,0,0,0,1,0,2,8,9,9,0,0,0,1,0,0,21,5,9,0,0,0,0,0,0,22,59,14,0,0,0,0,0,0,1,0,1,0,1,3,14,8,10,6,3,1,4,13,6,90,91,135,1,0,0,0,8,1,135,126,75
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__uncultured_bacterium_graftm_2005;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__uncultured_graftm_66;s__uncultured_bacterium_graftm_168,3,2,1,0,0,0,1,0,2,0,0,1,2,0,0,4,0,2,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,5,9,6,0,0,0,0,0,0,0,0,2,0,0,0,5,2,2,0,1,0,1,0,0,18,6,14,0,0,0,0,0,0,13,25,15
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__,74,25,72,16,14,15,1,1,2,66,113,92,140,173,70,102,23,36,35,24,26,89,131,101,39,24,40,155,227,169,134,112,135,61,45,56,148,29,85,208,169,143,51,43,60,64,100,94,39,21,23,71,80,97,86,111,93,19,14,10,207,156,76,91,108,90,57,33,28
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__Candidatus_Brownia;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__uncultured_graftm_137;s__uncultured_bacterium_graftm_534,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__,13,7,9,3,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,2,2,1,0,1,0,1,1,0,2,0,1,3,0,1,1,0,1,0,0,0,19,18,8,5,3,4,0,1,0,2,2,4,4,5,2,7,3,6
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__uncultured_bacterium_graftm_2150,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__uncultured_Bacteroidetes_bacterium_graftm_64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8,10,2,8,3,4,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,25,20,17,2,7,2,0,0,1,0,1,0,0,0,0,1,1,1
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__uncultured_bacterium_graftm_649,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,6,8,16,10,10,0,1,0,2,0,1,0,4,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,11,16,7,0,3,0,1,0,0,0,0,2,1,0,0,0,1,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__uncultured_Flavobacterium_sp._graftm_2,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,10,1,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14,15,4,2,6,3,0,0,2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__,274,124,177,18,14,12,0,0,1,18,13,7,11,12,5,8,0,0,74,24,24,32,16,25,0,1,0,7,37,7,7,6,4,0,1,4,8,1,4,6,2,6,0,2,1,0,1,3,1,0,1,94,105,16,33,33,28,0,1,4,49,124,116,40,103,78,17,24,16
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__metagenome_graftm_116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__uncultured_bacterium_graftm_294,34,26,36,6,7,5,0,0,0,2,0,0,2,0,0,2,0,1,9,6,4,2,1,4,0,0,0,2,2,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,36,29,1,12,12,13,1,1,1,2,20,12,12,20,13,14,17,10
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__uncultured_Bacteroidetes_bacterium_graftm_50,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__uncultured_Cryomorphaceae_bacterium_graftm_1,32,7,12,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,10,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,16,9,2,1,1,1,0,0,0,10,21,22,6,13,8,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__uncultured_Flexibacter_sp._graftm_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__uncultured_Fluviicola_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__uncultured_marine_bacterium_graftm_128,3,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,1,1,0,0,0,0,0,2,7,3,0,1,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Salinirepens;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Salinirepens;s__uncultured_bacterium_graftm_2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Salinirepens;s__uncultured_Bacteroidetes_bacterium_graftm_119,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,4,4,0,1,0,1,0,0,0,1,3,4,3,5,2,2,4,3
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__uncultured_graftm_12;s__,10,1,7,1,1,2,0,0,0,1,0,0,2,1,1,2,1,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2,0,3,0,1,1,0,0,0,0,15,7,2,6,5,4,0,1,0,0,0,0,1,3,0,5,6,3
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__uncultured_graftm_12;s__uncultured_bacterium_graftm_1995,3,1,8,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,13,17,5,4,6,1,0,0,0,0,0,0,0,0,0,6,5,3
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__uncultured_graftm_12;s__uncultured_Flavobacteriia_bacterium_graftm_6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Wandonia;s__uncultured_bacterium_graftm_2326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__,10,4,9,1,1,0,1,1,1,2,1,0,0,6,1,1,0,0,0,0,3,0,0,2,0,0,0,4,1,2,0,1,1,0,1,2,1,0,4,0,2,0,1,1,0,1,2,1,4,3,0,9,6,3,1,0,2,0,1,1,2,2,3,1,0,6,7,2,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Cryomorpha;s__,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Cryomorpha;s__uncultured_organism_graftm_44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Luteibaculum;s__,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__NS10_marine_group;s__,1,0,0,0,0,0,1,0,0,0,1,0,1,3,2,3,0,0,0,0,0,0,1,0,2,0,1,0,0,1,3,2,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,18,21,15,1,2,0,0,2,0,7,10,3,57,92,81,4,1,6
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__NS10_marine_group;s__uncultured_bacterium_graftm_1832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,10,2,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__NS10_marine_group;s__uncultured_Bacteroidetes_bacterium_graftm_209,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,8,1,0,0,0,0,1,0,0,2,1,2,0,1,0,0,0,0,0,9,14,11,0,0,1,0,0,1,1,3,0,0,0,3,1,4,2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__NS10_marine_group;s__uncultured_marine_bacterium_graftm_199,4,2,6,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,5,9,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,26,1,4,0,0,0,3,3,1,2,2,10,9,0,0,2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia;s__,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia;s__uncultured_bacterium_graftm_2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Phaeocystidibacter;s__,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__,181,102,152,56,41,57,32,27,38,94,117,90,163,213,70,105,14,34,86,70,75,204,190,210,54,30,70,1576,1203,1091,305,297,263,224,163,136,993,269,713,183,132,130,25,49,30,94,76,87,99,93,91,126,120,176,161,194,185,55,50,54,1239,929,570,294,368,297,224,224,157
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_bacterium_graftm_61,51,59,42,22,31,37,85,59,103,15,14,19,22,29,9,58,35,65,14,9,6,30,26,20,132,114,266,170,138,128,36,39,46,476,355,281,126,30,74,31,21,25,32,35,28,14,10,23,114,150,109,23,49,42,23,31,37,67,88,72,237,197,100,69,71,52,208,252,136
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_Bacteroidetes_bacterium_graftm_38,34,24,24,8,4,8,2,1,2,15,10,12,24,41,9,19,3,8,22,12,19,34,34,51,4,0,7,211,148,120,48,64,51,29,17,10,39,9,42,42,19,19,11,11,10,13,20,6,20,11,18,29,33,51,40,53,61,31,24,25,204,140,95,41,35,39,73,56,28
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_Cryomorphaceae_bacterium,12,8,8,5,6,8,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,3,0,0,0,1,1,1,4,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,3,1,0,0,0,2,0,0,0,2,0,2,6,2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_Flavobacteriales_bacterium_graftm_2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_Flavobacteriia_bacterium_graftm_2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,1,1,1,0,0,0,0,0,1,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_Flavobacterium_sp.,42,18,46,17,9,19,2,0,0,1,5,4,14,19,3,6,2,1,0,3,0,3,2,0,0,0,1,0,1,0,0,0,2,5,2,3,108,32,76,4,4,4,2,3,0,2,0,1,1,0,1,4,4,10,7,9,11,0,2,1,54,35,27,21,23,20,9,2,4
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_marine_bacterium_graftm_11,2,3,3,0,2,0,0,0,0,5,8,4,5,9,2,2,0,1,2,2,1,0,11,10,0,0,0,18,22,18,13,10,7,3,0,0,15,2,13,4,11,6,0,0,1,2,1,2,0,2,2,1,2,7,5,9,6,5,1,4,12,7,13,2,5,3,1,2,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_organism_graftm_40,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured_graftm_35;s__uncultured_Owenweeksia_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,401,185,362,68,42,72,7,9,12,503,519,428,443,465,245,400,101,164,1016,675,894,1687,1752,1957,465,151,424,2817,2461,2621,1801,1557,1878,996,713,619,976,274,645,897,813,825,199,233,240,450,470,590,268,195,207,310,442,488,424,497,436,743,527,340,929,883,525,552,690,468,796,687,422
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__[Polaribacter]_huanghezhanensis;s__,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__[Polaribacter]_huanghezhanensis;s__uncultured_bacterium_graftm_2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8,2,0,0,0
