Taxonomy,SD3106,SD3107,SD3108,SD3109,SD3110,SD3111,SD3112,SD3113,SD3114,X139536_S27,X139537_S33,X139538_S35,X139539_COM,X139540_COM,X139541_S25,X139542_COM,X139543_S12,X139544_COM,X139545_S147,X139546_S148,X139547_S149,X139548_S150,X139549_S151,X139550_S152,X139551_S153,X139552_S154,X139553_S155,X139554_S156,X139555_S157,X139556_S158,X139557_S159,X139558_S160,X139560_S161,X139561_S162,X139562_S163,X139563_S164,X139564_S165,X139565_S166,X139566_S167,X139567_S168,X139568_S169,X139569_S170,X139570_S171,X139571_S172,X139572_S173,SD9007_COM,SD9008_S2,SD9009_S3,SD9010_S4,SD9011_COM,SD9012_S6,X139573_S174,X139574_S175,X139575_S176,X139576_S177,X139577_S178,X139578_S179,X139579_S180,X139580_S181,X139581_S182,X139582_S183,X139583_S184,X139584_S185,X139585_S186,X139586_S187,X139587_S188,X139588_S189,X139589_S190,X139590_S191
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured_graftm_293;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured_graftm_293;s__uncultured_bacterium_graftm_1483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured_graftm_293;s__uncultured_planctomycete_graftm_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania_1B_19_marine_sediment_group;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania_1B_19_marine_sediment_group;s__uncultured_bacterium_graftm_1368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1_lineage;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1_lineage;f__uncultured_bacterium_graftm_979;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S_70;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S_70;f__uncultured_bacterium_graftm_1028;g__;s__,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__uncultured_bacterium_graftm_205;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group;g__uncultured_planctomycete_graftm_39;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Pla3_lineage;o__;f__;g__;s__,1,2,1,0,0,1,0,1,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,2,1,1,0,1,1,0,0,0,0,3,2,1,0,0,0,3,0,2,5,3
d__Bacteria;p__Planctomycetes;c__Pla3_lineage;o__uncultured_bacterium_graftm_52;f__;g__;s__,0,0,1,0,0,1,0,0,0,1,1,0,2,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Pla3_lineage;o__uncultured_planctomycete_graftm_26;f__;g__;s__,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,1,0,3,1,1,2,1,4,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,2,1,3,3,1,0,1,1,0,1,1,0,1,3,1,2,0,3,2,1,0,0,0,0,0,0,0,0,3,3
d__Bacteria;p__Planctomycetes;c__Pla4_lineage;o__;f__;g__;s__,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Pla4_lineage;o__uncultured_bacterium_graftm_71;f__;g__;s__,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Pla4_lineage;o__uncultured_planctomycete_graftm_4;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Gemmatales;f__Gemmataceae;g__uncultured_graftm_24;s__,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Gemmatales;f__Gemmataceae;g__uncultured_graftm_24;s__uncultured_bacterium_graftm_4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Isosphaerales;f__Isosphaeraceae;g__uncultured_graftm_10;s__uncultured_bacterium_graftm_416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__;s__,0,2,1,1,1,0,0,2,2,0,0,0,6,3,1,2,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,2,1,1,2,0,0,1,0,1,0,1,1,0,1,0,0,0,3,7,5,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__uncultured_bacterium_graftm_1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__uncultured_planctomycete_graftm_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Candidatus_Anammoximicrobium;s__uncultured_bacterium_graftm_2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__metagenome_graftm_282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__uncultured_bacterium_graftm_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__uncultured_bacterium_graftm_431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__uncultured_planctomycete_graftm_19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__,0,0,0,0,0,0,0,0,0,3,4,3,61,34,19,19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__uncultured_bacterium_graftm_1418,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__uncultured_organism_graftm_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__uncultured_planctomycete_graftm_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,4,2,0,0,1,1,0,1,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__uncultured_bacterium_graftm_409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__uncultured_planctomycete_graftm_16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__uncultured_bacterium_graftm_1671;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__uncultured_graftm_32;s__,15,12,2,4,4,4,16,18,19,4,5,5,21,17,1,6,8,18,7,1,3,14,18,22,2,2,2,1,3,0,5,5,3,20,20,12,1,3,0,6,16,9,14,11,10,34,19,19,10,8,0,12,18,13,10,9,3,9,8,6,3,0,1,8,8,5,4,2,2
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__uncultured_graftm_32;s__metagenome_graftm_238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__uncultured_graftm_32;s__uncultured_bacterium_graftm_33,0,2,1,3,0,4,32,27,48,0,0,0,0,2,1,1,2,2,0,0,1,0,2,2,1,0,0,0,0,0,0,2,0,12,6,3,1,0,0,0,0,2,6,2,0,0,1,3,1,1,0,0,2,0,2,1,1,1,2,2,0,0,0,1,4,2,1,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__uncultured_graftm_32;s__uncultured_Planctomyces_sp._graftm_9,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__uncultured_graftm_32;s__uncultured_planctomycete_graftm_1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,1,0,2,2,0,5,1,2,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__uncultured_graftm_32;s__uncultured_soil_bacterium_graftm_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__;g__;s__,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Gimesiaceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Gimesiaceae;g__Gimesia;s__uncultured_Planctomyces_sp._graftm_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Gimesiaceae;g__uncultured_graftm_263;s__,10,3,4,17,9,19,3,1,11,0,0,0,7,3,5,13,12,19,0,0,0,0,5,7,26,15,13,0,0,0,17,7,7,16,17,11,0,0,0,0,0,1,12,0,5,1,2,2,4,4,6,0,0,0,1,3,0,12,14,11,0,0,0,0,0,2,26,31,27
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Gimesiaceae;g__uncultured_graftm_263;s__uncultured_bacterium_graftm_1377,0,0,0,10,5,7,7,15,13,0,0,0,3,6,3,5,8,12,0,0,0,0,0,1,28,21,14,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,3,2,3,0,0,0,2,3,2,0,0,0,0,2,2,6,5,11,0,0,0,0,0,0,39,37,26
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Gimesiaceae;g__uncultured_graftm_263;s__uncultured_Planctomyces_sp._graftm_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Gimesiaceae;g__uncultured_graftm_263;s__uncultured_planctomycete_graftm_17,3,0,1,7,4,3,5,7,5,0,0,0,3,0,1,6,4,16,0,0,0,1,3,0,13,13,9,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,4,0,0,0,1,0,0,2,5,4,0,0,0,0,0,0,19,14,14
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__;s__,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,2,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__Fuerstia;s__uncultured_bacterium_graftm_2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__Planctomicrobium;s__uncultured_bacterium_graftm_486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__Rubinisphaera;s__,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__SH_PL14;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__uncultured_graftm_36;s__,1,0,0,1,1,0,1,0,1,0,0,0,2,4,0,11,13,19,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,7,12,26,1,0,1,0,0,0,8,7,14
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__uncultured_graftm_36;s__uncultured_bacterium_graftm_54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__uncultured_graftm_36;s__uncultured_Planctomyces_sp._graftm_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Rubinisphaeraceae;g__uncultured_graftm_36;s__uncultured_Planctomycetaceae_bacterium_graftm_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Schlesneriaceae;g__Schlesneria;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Schlesneriaceae;g__Schlesneria;s__uncultured_bacterium_graftm_757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
